,stat
Cluster-33358.9860,0.600223996
Cluster-33358.9867,0.566993054
Cluster-33358.9879,-1.235691217
Cluster-33358.9885,-1.60911573
Cluster-33358.9923,-0.779904007
Cluster-33358.9924,0.393477901
Cluster-33358.9931,-1.112041647
Cluster-33358.9938,-0.944056221
Cluster-33358.9940,-0.670181555
Cluster-33358.9955,-0.90596845
Cluster-33358.9956,0.916299383
Cluster-33358.9964,-0.448827572
Cluster-33358.9977,0.960982371
Cluster-33358.9978,-1.052337619
Cluster-33358.9987,1.065653523
Cluster-33358.10011,1.572607401
Cluster-33358.10013,-0.245294966
Cluster-33358.10055,-0.170832618
Cluster-33358.10057,-0.43708522
Cluster-33358.10059,-0.382733018
Cluster-33358.10061,0.167599798
Cluster-33358.10066,-0.397093356
Cluster-33358.10080,0.509529387
Cluster-33358.10091,-1.324604172
Cluster-33358.10095,0.245161307
Cluster-33358.10102,0.243593684
Cluster-33358.10134,0.816054183
Cluster-33358.10139,1.287379829
Cluster-33358.10140,-1.094590529
Cluster-33358.10147,0.310461188
Cluster-33358.10171,0.704558675
Cluster-33358.10172,-0.187518318
Cluster-33358.10173,-0.477337016
Cluster-33358.10175,0.105967419
Cluster-33358.10177,0.233711085
Cluster-33358.10182,0.150787738
Cluster-33358.10202,-0.646145076
Cluster-33358.10220,-0.598668572
Cluster-33358.10230,0.159319988
Cluster-33358.10231,-0.029726314
Cluster-33358.10233,-0.840196388
Cluster-33358.10240,0.272024473
Cluster-33358.10251,1.261027674
Cluster-33358.10282,-0.41976378
Cluster-33358.10289,-0.48750452
Cluster-33358.10291,-0.593466018
Cluster-33358.10306,-0.635511594
Cluster-33358.10311,-0.867862423
Cluster-33358.10316,-2.317934988
Cluster-33358.10318,0.545487583
Cluster-33358.10319,-1.839269528
Cluster-33358.10339,-0.003164513
Cluster-33358.10350,0.873950476
Cluster-33358.10377,1.613749971
Cluster-33358.10389,1.44426194
Cluster-33358.10401,0.395414416
Cluster-33358.10428,-0.664512023
Cluster-33358.10452,-0.069775535
Cluster-33358.10459,0.14406895
Cluster-33358.10465,0.368138985
Cluster-33358.10466,-0.227287075
Cluster-33358.10467,2.309764048
Cluster-33358.10482,0.159161133
Cluster-33358.10506,-1.189858449
Cluster-33358.10514,-0.323750862
Cluster-33358.10519,-1.083598907
Cluster-33358.10526,-0.696451353
Cluster-33358.10546,-0.209107518
Cluster-33358.10547,-0.225477412
Cluster-33358.10548,-0.404109587
Cluster-33358.10555,-0.270014542
Cluster-33358.10563,-0.057903172
Cluster-33358.10566,-0.756171422
Cluster-33358.10583,-1.241323377
Cluster-33358.10588,1.100085813
Cluster-33358.10625,-0.127370886
Cluster-33358.10626,-0.520454571
Cluster-33358.10649,-0.630585448
Cluster-33358.10650,-1.520359131
Cluster-33358.10654,-0.61556755
Cluster-33358.10657,-0.087632827
Cluster-33358.10665,0.080685442
Cluster-33358.10673,0.015609695
Cluster-33358.10678,0.151727535
Cluster-33358.10682,-1.310590108
Cluster-33358.10686,-1.139147753
Cluster-33358.10710,-1.260860818
Cluster-33358.10726,0.277379294
Cluster-33358.10732,-0.444019576
Cluster-33358.10754,-0.553564786
Cluster-33358.10764,-1.53917404
Cluster-33358.10775,-0.930073525
Cluster-33358.10791,-1.075003049
Cluster-33358.10828,0.456957198
Cluster-33358.10835,1.34045187
Cluster-33358.10839,-0.70981211
Cluster-33358.10840,0.867774073
Cluster-33358.10842,-1.050198619
Cluster-33358.10847,-0.288121474
Cluster-33358.10862,1.685600031
Cluster-33358.10873,-0.65323512
Cluster-33358.10874,0.163902509
Cluster-33358.10880,-0.533662777
Cluster-33358.10888,-0.627636686
Cluster-33358.10896,-0.498471108
Cluster-33358.10904,-0.245099141
Cluster-33358.10912,0.082051989
Cluster-33358.10917,0.65964685
Cluster-33358.10924,-1.073923117
Cluster-33358.10927,0.439148221
Cluster-33358.10938,1.076624726
Cluster-33358.10939,-1.21E-05
Cluster-33358.10940,-0.669450791
Cluster-33358.10941,-0.574104303
Cluster-33358.10942,-0.827913626
Cluster-33358.10943,-0.719430885
Cluster-33358.10946,-1.042870626
Cluster-33358.10949,-1.130724538
Cluster-33358.10955,3.336489909
Cluster-33358.10960,-0.177221448
Cluster-33358.10971,-1.679675579
Cluster-33358.10975,-0.525376063
Cluster-33358.10991,0.339538318
Cluster-33358.11008,-0.044056205
Cluster-33358.11046,0.435058431
Cluster-33358.11065,0.00826875
Cluster-33358.11069,-0.870823712
Cluster-33358.11085,-0.876480562
Cluster-33358.11086,-0.473840905
Cluster-33358.11090,0.02431016
Cluster-33358.11094,-0.347105428
Cluster-33358.11102,-0.399120895
Cluster-33358.11111,-0.045305718
Cluster-33358.11129,0.539886263
Cluster-33358.11130,-0.497903077
Cluster-33358.11148,-0.08825189
Cluster-33358.11152,1.451881002
Cluster-33358.11155,0.33426676
Cluster-33358.11157,0.108308839
Cluster-33358.11163,0.587725325
Cluster-33358.11166,-0.272828932
Cluster-33358.11198,1.313263951
Cluster-33358.11202,0.21501357
Cluster-33358.11204,-0.403114873
Cluster-33358.11207,-1.734362855
Cluster-33358.11209,-1.715267224
Cluster-33358.11210,-1.245043917
Cluster-33358.11235,0.405861394
Cluster-33358.11238,1.577151041
Cluster-33358.11260,0.053992814
Cluster-33358.11263,0.249676778
Cluster-33358.11314,0.013855108
Cluster-33358.11331,-0.714286847
Cluster-33358.11337,0.022320302
Cluster-33358.11342,0.865113789
Cluster-33358.11356,-1.678371417
Cluster-33358.11357,1.612071362
Cluster-33358.11358,1.494882195
Cluster-33358.11359,0.454579217
Cluster-33358.11364,1.22218975
Cluster-33358.11439,0.846832333
Cluster-33358.11463,0.015799593
Cluster-33358.11469,0.718487477
Cluster-33358.11472,-0.358115954
Cluster-33358.11475,-0.071019002
Cluster-33358.11487,-0.932392224
Cluster-33358.11490,-0.162895937
Cluster-33358.11497,-0.434302751
Cluster-33358.11506,-0.277109661
Cluster-33358.11513,0.753710896
Cluster-33358.11520,-1.167292681
Cluster-33358.11533,-0.867431229
Cluster-33358.11545,0.937894981
Cluster-33358.11547,-0.533851532
Cluster-33358.11583,0.037844895
Cluster-33358.11590,-1.530548994
Cluster-33358.11591,-1.087748346
Cluster-33358.11592,0.278360559
Cluster-33358.11615,-2.612570558
Cluster-33358.11616,0.973105844
Cluster-33358.11617,-0.496020271
Cluster-33358.11626,0.982081236
Cluster-33358.11641,-2.195098617
Cluster-33358.11645,-0.144448192
Cluster-33358.11649,-1.198280182
Cluster-33358.11659,0.156522633
Cluster-33358.11663,-0.389537609
Cluster-33358.11680,-0.657970662
Cluster-33358.11693,0.032289706
Cluster-33358.11698,-0.308947752
Cluster-33358.11706,-0.812684701
Cluster-33358.11709,-0.377861993
Cluster-33358.11742,3.046871154
Cluster-33358.11749,-1.129651562
Cluster-33358.11759,-0.963344992
Cluster-33358.11769,-0.659022182
Cluster-33358.11771,1.080216135
Cluster-33358.11778,-0.060158949
Cluster-33358.11791,-0.323762408
Cluster-33358.11801,-0.796384899
Cluster-33358.11803,-1.256976601
Cluster-33358.11804,-0.263661738
Cluster-33358.11808,-0.695380584
Cluster-33358.11829,0.724635101
Cluster-33358.11833,0.062143141
Cluster-33358.11836,2.174409151
Cluster-33358.11839,-1.269405729
Cluster-33358.11841,-2.573884198
Cluster-33358.11857,0.613619917
Cluster-33358.11866,-1.21541502
Cluster-33358.11869,-0.976243558
Cluster-33358.11872,0.280685616
Cluster-33358.11889,-1.035457413
Cluster-33358.11900,0.220829289
Cluster-33358.11903,-0.337969468
Cluster-33358.11906,0.292934014
Cluster-33358.11908,1.348618715
Cluster-33358.11927,3.040432788
Cluster-33358.11931,-0.734626214
Cluster-33358.11943,2.560966951
Cluster-33358.11945,-3.147453441
Cluster-33358.11946,-0.030474346
Cluster-33358.11962,1.141709697
Cluster-33358.11970,-0.130858917
Cluster-33358.11978,-2.356032163
Cluster-33358.11979,0.198262034
Cluster-33358.11985,-1.427057015
Cluster-33358.11994,-0.132613015
Cluster-33358.11996,-0.538042455
Cluster-33358.12007,-0.720780933
Cluster-33358.12020,-1.509426744
Cluster-33358.12025,-0.794084605
Cluster-33358.12026,-0.629556286
Cluster-33358.12028,-0.617896919
Cluster-33358.12029,0.702288426
Cluster-33358.12045,0.377768496
Cluster-33358.12052,-0.806252878
Cluster-33358.12063,-0.873409267
Cluster-33358.12064,-0.321600722
Cluster-33358.12071,0.405233104
Cluster-33358.12079,0.105687335
Cluster-33358.12081,-0.286740505
Cluster-33358.12085,-0.684796942
Cluster-33358.12091,0.093459892
Cluster-33358.12097,0.349315296
Cluster-33358.12098,-1.59425633
Cluster-33358.12099,-0.936826423
Cluster-33358.12107,0.257951692
Cluster-33358.12124,-1.064471798
Cluster-33358.12145,-0.837105416
Cluster-33358.12165,0.864958994
Cluster-33358.12188,-2.368040733
Cluster-33358.12194,-1.143570969
Cluster-33358.12206,0.511067158
Cluster-33358.12228,0.446748168
Cluster-33358.12243,1.31032305
Cluster-33358.12252,0.456155767
Cluster-33358.12280,1.451685429
Cluster-33358.12291,0.432006992
Cluster-33358.12293,0.556182105
Cluster-33358.12297,0.404396399
Cluster-33358.12318,-0.421155716
Cluster-33358.12320,-2.298219227
Cluster-33358.12323,0.217151549
Cluster-33358.12336,-1.223534602
Cluster-33358.12337,0.269778635
Cluster-33358.12338,0.969076693
Cluster-33358.12339,0.364173146
Cluster-33358.12340,0.066233831
Cluster-33358.12341,-0.576404043
Cluster-33358.12347,-1.018816917
Cluster-33358.12356,-0.890829431
Cluster-33358.12357,-0.014217086
Cluster-33358.12363,0.837300923
Cluster-33358.12369,-0.982929877
Cluster-33358.12371,0.236861743
Cluster-33358.12372,-1.282616566
Cluster-33358.12373,-0.681708537
Cluster-33358.12375,-1.595947589
Cluster-33358.12380,-0.742745442
Cluster-33358.12382,-0.399013276
Cluster-33358.12383,-0.792424532
Cluster-33358.12385,-0.455414766
Cluster-33358.12396,-1.343440716
Cluster-33358.12413,-0.34646294
Cluster-33358.12426,-0.634285128
Cluster-33358.12434,-0.150283333
Cluster-33358.12435,0.492839213
Cluster-33358.12436,-0.52117305
Cluster-33358.12443,0.554223462
Cluster-33358.12445,0.148454516
Cluster-33358.12451,0.376427644
Cluster-33358.12466,-1.37267792
Cluster-33358.12472,0.25802123
Cluster-33358.12491,0.183737379
Cluster-33358.12493,0.723055459
Cluster-33358.12494,1.774878744
Cluster-33358.12513,-0.078051598
Cluster-33358.12517,-1.151418677
Cluster-33358.12522,0.196766746
Cluster-33358.12536,-1.071167115
Cluster-33358.12539,-1.537221211
Cluster-33358.12540,0.002952447
Cluster-33358.12552,1.963499108
Cluster-33358.12604,-2.397299993
Cluster-33358.12605,-0.712335781
Cluster-33358.12608,-0.346573099
Cluster-33358.12610,-0.049976391
Cluster-33358.12624,-0.073282649
Cluster-33358.12625,1.877935382
Cluster-33358.12629,-1.575078132
Cluster-33358.12630,-0.712027463
Cluster-33358.12643,-0.239868362
Cluster-33358.12650,-0.446762943
Cluster-33358.12661,0.295508626
Cluster-33358.12687,0.614234767
Cluster-33358.12704,0.347373929
Cluster-33358.12710,-1.259270961
Cluster-33358.12726,-1.551904847
Cluster-33358.12731,-0.710127679
Cluster-33358.12733,-0.940692446
Cluster-33358.12735,0.515645753
Cluster-33358.12738,0.690975233
Cluster-33358.12757,0.908108519
Cluster-33358.12776,2.13224878
Cluster-33358.12778,-0.096863048
Cluster-33358.12779,-0.164372793
Cluster-33358.12780,1.329099615
Cluster-33358.12802,0.654142132
Cluster-33358.12806,0.000916866
Cluster-33358.12844,1.972158184
Cluster-33358.12858,2.3523385
Cluster-33358.12863,-1.532164224
Cluster-33358.12872,-0.372324248
Cluster-33358.12873,-1.658025273
Cluster-33358.12882,1.631030935
Cluster-33358.12884,-0.502271758
Cluster-33358.12907,-1.446907564
Cluster-33358.12911,0.618980157
Cluster-33358.12916,-1.195958368
Cluster-33358.12928,1.158857583
Cluster-33358.12933,-0.568225347
Cluster-33358.12936,0.739744726
Cluster-33358.12941,-0.358190533
Cluster-33358.12945,0.582295826
Cluster-33358.12950,-0.100150832
Cluster-33358.12954,-0.397167474
Cluster-33358.12958,0.608217707
Cluster-33358.12961,-1.295523571
Cluster-33358.12968,0.158623291
Cluster-33358.12972,0.238266351
Cluster-33358.12974,-0.13391185
Cluster-33358.12975,-0.828573341
Cluster-33358.12976,1.180794271
Cluster-33358.12992,-0.922086046
Cluster-33358.13000,-0.286122483
Cluster-33358.13001,0.237346039
Cluster-33358.13002,1.906852
Cluster-33358.13029,0.187397154
Cluster-33358.13036,-1.065976069
Cluster-33358.13046,-1.538179545
Cluster-33358.13070,0.128383681
Cluster-33358.13098,-0.955526958
Cluster-33358.13101,-0.617875718
Cluster-33358.13105,-1.021993569
Cluster-33358.13112,-0.074657363
Cluster-33358.13117,-1.521370873
Cluster-33358.13118,-1.081170513
Cluster-33358.13124,-1.154051544
Cluster-33358.13126,0.978413062
Cluster-33358.13133,1.193841481
Cluster-33358.13135,-0.178802801
Cluster-33358.13156,-0.054657249
Cluster-33358.13170,-0.09824116
Cluster-33358.13184,0.583209008
Cluster-33358.13205,0.281421841
Cluster-33358.13209,0.708914259
Cluster-33358.13212,-2.358172818
Cluster-33358.13221,1.147782361
Cluster-33358.13222,0.815715829
Cluster-33358.13226,-0.468058949
Cluster-33358.13227,-0.62531789
Cluster-33358.13237,-0.219063998
Cluster-33358.13265,-0.30776317
Cluster-33358.13276,1.404758381
Cluster-33358.13278,-1.589818289
Cluster-33358.13280,0.117950386
Cluster-33358.13281,-1.577795259
Cluster-33358.13283,-0.439657598
Cluster-33358.13310,1.213742674
Cluster-33358.13336,0.620539056
Cluster-33358.13358,-1.04518158
Cluster-33358.13360,1.07853816
Cluster-33358.13362,0.317384924
Cluster-33358.13365,-0.416835991
Cluster-33358.13387,1.223844609
Cluster-33358.13416,-0.822941404
Cluster-33358.13433,0.172721159
Cluster-33358.13443,-0.749369234
Cluster-33358.13453,-0.376326942
Cluster-33358.13478,-1.512764519
Cluster-33358.13480,-1.173814513
Cluster-33358.13484,-0.193096638
Cluster-33358.13489,-0.970365558
Cluster-33358.13492,0.927416495
Cluster-33358.13500,0.18658424
Cluster-33358.13514,-1.644815902
Cluster-33358.13529,-0.896794761
Cluster-33358.13548,-0.761976938
Cluster-33358.13558,0.085789953
Cluster-33358.13603,0.908693309
Cluster-33358.13638,1.312378586
Cluster-33358.13663,-1.427034574
Cluster-33358.13750,0.691772085
Cluster-33358.13788,0.198053624
Cluster-33358.13824,1.845459467
Cluster-33358.13827,0.986583851
Cluster-33358.13848,-1.666531589
Cluster-33358.13882,0.715174448
Cluster-33358.13892,0.479560646
Cluster-33358.13898,0.982716801
Cluster-33358.13899,-0.063539094
Cluster-33358.13924,-0.705584558
Cluster-33358.13928,1.296754724
Cluster-33358.13933,0.345912507
Cluster-33358.13963,-0.320352216
Cluster-33358.13984,-0.547479207
Cluster-33358.13985,0.076721111
Cluster-33358.13990,-0.215990295
Cluster-33358.13995,0.457950848
Cluster-33358.13998,-0.727541733
Cluster-33358.14013,-1.277894242
Cluster-33358.14015,0.793363882
Cluster-33358.14038,-2.132406819
Cluster-33358.14039,1.920532059
Cluster-33358.14052,-0.843141122
Cluster-33358.14055,1.480540447
Cluster-33358.14069,-0.858922071
Cluster-33358.14080,2.055916734
Cluster-33358.14107,-1.250799567
Cluster-33358.14123,0.5823554
Cluster-33358.14126,1.21876837
Cluster-33358.14140,-0.967608909
Cluster-33358.14141,-0.89731926
Cluster-33358.14151,-1.097420379
Cluster-33358.14152,0.792516678
Cluster-33358.14180,-0.19289047
Cluster-33358.14202,-0.693715452
Cluster-33358.14213,-0.859679711
Cluster-33358.14221,1.086181998
Cluster-33358.14265,0.816797319
Cluster-33358.14291,1.198764699
Cluster-33358.14314,-1.445949097
Cluster-33358.14360,1.422047114
Cluster-33358.14361,0.107986153
Cluster-33358.14362,0.386380956
Cluster-33358.14366,-0.836525154
Cluster-33358.14373,0.50153562
Cluster-33358.14374,-0.527711458
Cluster-33358.14383,-0.144167149
Cluster-33358.14411,-1.644324131
Cluster-33358.14415,-0.300244743
Cluster-33358.14419,-0.468132342
Cluster-33358.14447,0.05174214
Cluster-33358.14475,-1.35046739
Cluster-33358.14476,0.2717796
Cluster-33358.14499,-0.830285651
Cluster-33358.14513,-0.866314572
Cluster-33358.14521,-0.348794353
Cluster-33358.14558,-0.004745837
Cluster-33358.14612,0.520579597
Cluster-33358.14637,-0.159837983
Cluster-33358.14664,1.299863051
Cluster-33358.14681,0.061877359
Cluster-33358.14690,-1.809188725
Cluster-33358.14701,-0.853484783
Cluster-33358.14709,-1.115974685
Cluster-33358.14729,0.255986092
Cluster-33358.14731,-0.504069951
Cluster-33358.14733,0.001568417
Cluster-33358.14734,0.221906348
Cluster-33358.14736,-0.99644425
Cluster-33358.14747,0.583549191
Cluster-33358.14773,-0.151946532
Cluster-33358.14817,-2.099218736
Cluster-33358.14852,-1.323104389
Cluster-33358.14854,1.820050856
Cluster-33358.14874,0.207655751
Cluster-33358.14890,-0.478333371
Cluster-33358.14906,0.418344236
Cluster-33358.14927,-0.830977909
Cluster-33358.14963,-0.131264015
Cluster-33358.15016,0.014097798
Cluster-33358.15020,-1.318018272
Cluster-33358.15022,-0.118044428
Cluster-33358.15025,2.247195563
Cluster-33358.15065,-0.449760991
Cluster-33358.15073,0.632086226
Cluster-33358.15111,0.483234244
Cluster-33358.15112,2.05450213
Cluster-33358.15130,0.058202443
Cluster-33358.15137,-2.743401501
Cluster-33358.15138,-0.692447807
Cluster-33358.15145,0.526445992
Cluster-33358.15147,1.193705462
Cluster-33358.15151,-0.031614025
Cluster-33358.15156,-1.458247719
Cluster-33358.15166,-0.211897022
Cluster-33358.15170,-1.603524625
Cluster-33358.15182,-1.734664684
Cluster-33358.15184,0.272323172
Cluster-33358.15189,0.250673498
Cluster-33358.15191,0.136665381
Cluster-33358.15193,0.240206055
Cluster-33358.15196,0.592438992
Cluster-33358.15199,-0.501334889
Cluster-33358.15200,-0.40313926
Cluster-33358.15209,0.321398393
Cluster-33358.15210,-0.031759256
Cluster-33358.15247,-0.100247047
Cluster-33358.15254,0.475132748
Cluster-33358.15257,0.280214546
Cluster-33358.15328,-0.693557893
Cluster-33358.15332,-1.38688847
Cluster-33358.15334,0.223704886
Cluster-33358.15342,0.768309823
Cluster-33358.15362,0.442872318
Cluster-33358.15386,-2.584992236
Cluster-33358.15394,1.31458871
Cluster-33358.15421,0.720062043
Cluster-33358.15426,-0.336872547
Cluster-33358.15448,-0.593734094
Cluster-33358.15485,-0.930616324
Cluster-33358.15497,0.979010668
Cluster-33358.15510,0.552387608
Cluster-33358.15516,-0.010015364
Cluster-33358.15518,-0.096159365
Cluster-33358.15520,-0.368961715
Cluster-33358.15524,-0.482299582
Cluster-33358.15555,0.590170476
Cluster-33358.15562,0.226916462
Cluster-33358.15572,-0.362518425
Cluster-33358.15574,-1.220376685
Cluster-33358.15584,-0.851457089
Cluster-33358.15591,0.057692776
Cluster-33358.15614,-0.219903727
Cluster-33358.15621,0.063459567
Cluster-33358.15628,0.989156908
Cluster-33358.15653,-0.238321489
Cluster-33358.15668,-1.605863139
Cluster-33358.15682,-1.332622981
Cluster-33358.15711,-1.219365554
Cluster-33358.15712,-2.636163887
Cluster-33358.15719,2.670225135
Cluster-33358.15754,-0.819132919
Cluster-33358.15758,1.034290006
Cluster-33358.15762,-0.008787466
Cluster-33358.15765,-0.213861149
Cluster-33358.15819,1.426714259
Cluster-33358.15822,-1.106678976
Cluster-33358.15823,-1.101879571
Cluster-33358.15825,0.381960377
Cluster-33358.15829,0.005418908
Cluster-33358.15832,-2.132719141
Cluster-33358.15841,-2.321145495
Cluster-33358.15848,-2.135672072
Cluster-33358.15849,-2.436791184
Cluster-33358.15850,-0.563960165
Cluster-33358.15851,-1.190800461
Cluster-33358.15855,2.317428886
Cluster-33358.15861,-0.082578768
Cluster-33358.15863,-0.039942148
Cluster-33358.15876,0.293210756
Cluster-33358.15880,-1.056993573
Cluster-33358.15885,2.064619293
Cluster-33358.15887,1.128356487
Cluster-33358.15891,0.509524151
Cluster-33358.15893,-2.266129633
Cluster-33358.15899,1.090479931
Cluster-33358.15900,2.865845461
Cluster-33358.15912,1.178375088
Cluster-33358.15924,0.075737329
Cluster-33358.15951,-3.338521888
Cluster-33358.15962,0.120242459
Cluster-33358.15964,0.465050424
Cluster-33358.15968,0.535414357
Cluster-33358.15980,-1.015981982
Cluster-33358.15981,0.252110454
Cluster-33358.15986,0.309609714
Cluster-33358.15990,0.72855845
Cluster-33358.15991,-1.00587601
Cluster-33358.15994,-1.108221813
Cluster-33358.16016,-0.763934344
Cluster-33358.16020,-0.716629263
Cluster-33358.16037,-0.110923088
Cluster-33358.16063,1.223433791
Cluster-33358.16071,-1.056237645
Cluster-33358.16086,-0.389129818
Cluster-33358.16088,0.659401329
Cluster-33358.16091,0.723549285
Cluster-33358.16105,-0.966144464
Cluster-33358.16114,0.113715875
Cluster-33358.16129,-0.61396899
Cluster-33358.16140,-1.581369692
Cluster-33358.16165,1.540850748
Cluster-33358.16188,-1.648395901
Cluster-33358.16203,-0.87377029
Cluster-33358.16207,0.982097363
Cluster-33358.16264,-0.926888237
Cluster-33358.16268,-0.822972263
Cluster-33358.16277,-0.448974081
Cluster-33358.16281,0.473197746
Cluster-33358.16290,-1.784399558
Cluster-33358.16313,-0.538967818
Cluster-33358.16345,0.072838294
Cluster-33358.16357,-0.136139871
Cluster-33358.16389,0.571390114
Cluster-33358.16410,-1.193261621
Cluster-33358.16414,-1.007317452
Cluster-33358.16416,0.859843867
Cluster-33358.16421,-0.777562579
Cluster-33358.16439,0.444482287
Cluster-33358.16447,0.989720761
Cluster-33358.16450,-0.840687622
Cluster-33358.16469,0.690199485
Cluster-33358.16479,0.337490214
Cluster-33358.16483,0.346287644
Cluster-33358.16485,-0.83626529
Cluster-33358.16513,-2.342181172
Cluster-33358.16517,-0.482418069
Cluster-33358.16624,-0.386842726
Cluster-33358.16647,-0.116313988
Cluster-33358.16676,-0.791880191
Cluster-33358.16679,-1.761824072
Cluster-33358.16707,1.211491188
Cluster-33358.16712,-0.00222114
Cluster-33358.16715,-1.311872605
Cluster-33358.16716,1.640038212
Cluster-33358.16721,-0.822978013
Cluster-33358.16739,0.341953558
Cluster-33358.16744,0.070857733
Cluster-33358.16752,0.23926451
Cluster-33358.16761,-0.594903832
Cluster-33358.16767,-0.48210534
Cluster-33358.16787,0.030649629
Cluster-33358.16798,0.12232359
Cluster-33358.16803,0.238192187
Cluster-33358.16804,-0.79765796
Cluster-33358.16817,-1.047780135
Cluster-33358.16823,0.678862781
Cluster-33358.16826,0.142227577
Cluster-33358.16832,0.268156968
Cluster-33358.16841,-1.864771476
Cluster-33358.16843,-2.210400154
Cluster-33358.16857,0.037007006
Cluster-33358.16869,1.298574105
Cluster-33358.16871,-0.28467685
Cluster-33358.16875,-0.557251887
Cluster-33358.16892,-1.348902633
Cluster-33358.16894,-2.889850232
Cluster-33358.16895,-2.071462113
Cluster-33358.16898,-1.128339664
Cluster-33358.16912,-0.576411053
Cluster-33358.16940,0.726538335
Cluster-33358.16944,-0.829593396
Cluster-33358.16964,-0.633446644
Cluster-33358.16966,-0.819864943
Cluster-33358.16971,-0.52536614
Cluster-33358.16985,1.603570426
Cluster-33358.16987,1.162103358
Cluster-33358.16988,1.93768659
Cluster-33358.17020,1.44003335
Cluster-33358.17024,1.140884682
Cluster-33358.17025,-1.012263648
Cluster-33358.17028,-0.855473585
Cluster-33358.17029,-0.106436893
Cluster-33358.17044,1.313912624
Cluster-33358.17052,-0.71693536
Cluster-33358.17061,-2.02687201
Cluster-33358.17063,-0.926195723
Cluster-33358.17084,0.132714234
Cluster-33358.17095,0.00405467
Cluster-33358.17111,0.253402286
Cluster-33358.17112,-0.50523744
Cluster-33358.17125,-0.193571409
Cluster-33358.17130,0.923241504
Cluster-33358.17131,-0.346762743
Cluster-33358.17134,-0.861453742
Cluster-33358.17138,0.127098302
Cluster-33358.17144,-0.062787574
Cluster-33358.17174,4.196319679
Cluster-33358.17196,0.913799977
Cluster-33358.17202,-0.589039303
Cluster-33358.17209,0.378505459
Cluster-33358.17216,-1.830752018
Cluster-33358.17221,-0.882120954
Cluster-33358.17224,-0.687627592
Cluster-33358.17226,-1.335595614
Cluster-33358.17227,-0.313884059
Cluster-33358.17230,-0.845225171
Cluster-33358.17231,0.922454466
Cluster-33358.17234,-2.042926505
Cluster-33358.17276,0.298048883
Cluster-33358.17278,1.948204894
Cluster-33358.17280,-2.175781509
Cluster-33358.17311,0.542043273
Cluster-33358.17312,0.224354821
Cluster-33358.17330,-0.386706199
Cluster-33358.17352,0.589861484
Cluster-33358.17380,-1.770292006
Cluster-33358.17390,-0.64226392
Cluster-33358.17396,-1.738874057
Cluster-33358.17400,-0.211741909
Cluster-33358.17401,-1.837545408
Cluster-33358.17407,0.827418436
Cluster-33358.17445,0.038477375
Cluster-33358.17449,0.459411875
Cluster-33358.17451,-1.066037058
Cluster-33358.17463,-0.837383349
Cluster-33358.17466,-1.482410274
Cluster-33358.17467,0.004116806
Cluster-33358.17471,-1.580153825
Cluster-33358.17477,-1.208014709
Cluster-33358.17487,-0.420560085
Cluster-33358.17490,-0.570635663
Cluster-33358.17492,-0.867689395
Cluster-33358.17498,0.063526883
Cluster-33358.17512,-0.693124139
Cluster-33358.17537,3.288421271
Cluster-33358.17539,1.220543551
Cluster-33358.17550,-0.199825267
Cluster-33358.17569,0.724331356
Cluster-33358.17575,1.627263376
Cluster-33358.17579,-1.447074972
Cluster-33358.17583,0.199357417
Cluster-33358.17588,0.349384612
Cluster-33358.17597,-0.997392468
Cluster-33358.17598,-0.099093179
Cluster-33358.17602,1.318030519
Cluster-33358.17682,-1.142724973
Cluster-33358.17693,1.103241819
Cluster-33358.17735,-0.42156965
Cluster-33358.17753,0.856312047
Cluster-33358.17761,-0.217813609
Cluster-33358.17767,0.172223746
Cluster-33358.17770,-0.038460014
Cluster-33358.17778,0.651136648
Cluster-33358.17780,-1.121097507
Cluster-33358.17809,-0.066627146
Cluster-33358.17822,-1.238704728
Cluster-33358.17825,-1.133195909
Cluster-33358.17826,1.950358524
Cluster-33358.17841,0.936696118
Cluster-33358.17850,-0.288550093
Cluster-33358.17851,2.292455378
Cluster-33358.17853,-0.098641574
Cluster-33358.17909,-1.852341164
Cluster-33358.17938,-1.516459191
Cluster-33358.17962,-1.580085061
Cluster-33358.17963,-1.263910728
Cluster-33358.17964,-1.14651954
Cluster-33358.17970,-1.063049736
Cluster-33358.18001,0.811812456
Cluster-33358.18003,0.189087908
Cluster-33358.18014,0.471382334
Cluster-33358.18016,-0.152445024
Cluster-33358.18042,-1.326682532
Cluster-33358.18067,-3.090939748
Cluster-33358.18100,-1.947802782
Cluster-33358.18132,-0.221936216
Cluster-33358.18138,-0.976249616
Cluster-33358.18141,1.23442916
Cluster-33358.18144,-1.554891891
Cluster-33358.18147,0.067305194
Cluster-33358.18158,-0.873616434
Cluster-33358.18161,-0.710878058
Cluster-33358.18195,-1.862298111
Cluster-33358.18208,0.20442288
Cluster-33358.18211,-0.378993221
Cluster-33358.18225,-2.352379688
Cluster-33358.18229,-0.620835507
Cluster-33358.18232,-1.010728073
Cluster-33358.18234,0.517689412
Cluster-33358.18258,0.053287355
Cluster-33358.18262,0.473988367
Cluster-33358.18264,1.097834988
Cluster-33358.18266,-2.012187876
Cluster-33358.18282,-0.738071638
Cluster-33358.18289,0.104227014
Cluster-33358.18298,-0.159854474
Cluster-33358.18299,-0.232862039
Cluster-33358.18302,0.097184032
Cluster-33358.18307,-1.377014201
Cluster-33358.18326,-0.338739561
Cluster-33358.18347,0.208035722
Cluster-33358.18351,-1.305677876
