,stat
Cluster-33358.66447,0.455071401
Cluster-33358.66453,-0.350471237
Cluster-33358.66454,1.596943737
Cluster-33358.66460,-1.796918027
Cluster-33358.66481,0.129887979
Cluster-33358.66483,-0.10846269
Cluster-33358.66485,0.740060229
Cluster-33358.66486,0.099469714
Cluster-33358.66488,-0.993365457
Cluster-33358.66494,0.443667219
Cluster-33358.66501,0.274674077
Cluster-33358.66508,-0.845890289
Cluster-33358.66522,0.790190278
Cluster-33358.66523,0.046458539
Cluster-33358.66531,-1.417906706
Cluster-33358.66533,-0.755408353
Cluster-33358.66538,0.369758868
Cluster-33358.66559,-0.550680232
Cluster-33358.66569,-0.906209215
Cluster-33358.66571,-1.609684116
Cluster-33358.66580,-0.419917062
Cluster-33358.66601,-2.854350284
Cluster-33358.66607,-0.163703336
Cluster-33358.66609,-2.170090269
Cluster-33358.66621,0.101600078
Cluster-33358.66623,-1.021291254
Cluster-33358.66624,-1.216798118
Cluster-33358.66652,-0.620485214
Cluster-33358.66655,-0.982690724
Cluster-33358.66659,-0.941753998
Cluster-33358.66661,1.207943745
Cluster-33358.66675,1.869485074
Cluster-33358.66681,0.313528999
Cluster-33358.66682,3.490715781
Cluster-33358.66687,1.954829484
Cluster-33358.66730,2.329163412
Cluster-33358.66731,1.121912113
Cluster-33358.66737,0.469738177
Cluster-33358.66745,-1.907549408
Cluster-33358.66763,1.277672677
Cluster-33358.66776,-3.506338674
Cluster-33358.66784,-1.122683105
Cluster-33358.66806,0.145616819
Cluster-33358.66819,1.424209338
Cluster-33358.66829,2.000084256
Cluster-33358.66849,-1.829910449
Cluster-33358.66860,0.066234812
Cluster-33358.66872,2.599664579
Cluster-33358.66874,0.988362724
Cluster-33358.66888,-1.107474198
Cluster-33358.66895,-1.832113351
Cluster-33358.66896,-0.591213788
Cluster-33358.66912,1.738119715
Cluster-33358.66919,0.199883406
Cluster-33358.66931,-1.922414736
Cluster-33358.66944,-1.33639331
Cluster-33358.66959,-2.458282867
Cluster-33358.66960,-1.363794721
Cluster-33358.66978,-1.611801751
Cluster-33358.66994,-2.47075626
Cluster-33358.67008,-0.265991916
Cluster-33358.67009,-0.600114147
Cluster-33358.67014,0.546483548
Cluster-33358.67018,-1.320556223
Cluster-33358.67019,-0.503983728
Cluster-33358.67021,-0.165700707
Cluster-33358.67025,2.859315301
Cluster-33358.67035,-1.421286383
Cluster-33358.67043,-3.373598677
Cluster-33358.67048,-1.764432929
Cluster-33358.67065,-0.536105004
Cluster-33358.67097,1.837496673
Cluster-33358.67099,1.34189485
Cluster-33358.67107,-2.109395974
Cluster-33358.67111,1.72434887
Cluster-33358.67123,-1.077101614
Cluster-33358.67134,0.570143355
Cluster-33358.67138,0.653090168
Cluster-33358.67146,0.469234929
Cluster-33358.67159,-0.8660893
Cluster-33358.67176,-1.096147288
Cluster-33358.67184,-3.260735216
Cluster-33358.67192,-2.649652708
Cluster-33358.67201,1.362374204
Cluster-33358.67202,-0.152748481
Cluster-33358.67203,0.683417104
Cluster-33358.67205,1.506336644
Cluster-33358.67214,-0.704462604
Cluster-33358.67224,0.655483301
Cluster-33358.67235,-1.74089769
Cluster-33358.67237,-2.453892528
Cluster-33358.67238,-0.492729667
Cluster-33358.67239,0.830737066
Cluster-33358.67248,-1.188911342
Cluster-33358.67265,-1.918226151
Cluster-33358.67289,1.508069286
Cluster-33358.67296,-0.700412754
Cluster-33358.67311,-2.825321247
Cluster-33358.67313,-0.119669804
Cluster-33358.67318,0.91145572
Cluster-33358.67331,1.636070116
Cluster-33358.67333,-1.46868558
Cluster-33358.67339,-0.482527503
Cluster-33358.67344,-3.53113142
Cluster-33358.67357,-0.279595406
Cluster-33358.67359,0.628353861
Cluster-33358.67363,1.399020695
Cluster-33358.67370,-0.677472063
Cluster-33358.67373,-0.366480353
Cluster-33358.67384,-2.132236649
Cluster-33358.67408,-0.029611028
Cluster-33358.67448,-0.362244974
Cluster-33358.67449,1.648741094
Cluster-33358.67455,2.592395832
Cluster-33358.67457,-0.689930994
Cluster-33358.67488,0.113017635
Cluster-33358.67530,-0.530997638
Cluster-33358.67531,-0.25069696
Cluster-33358.67560,-0.219731802
Cluster-33358.67597,-0.6788102
Cluster-33358.67599,-0.842113008
Cluster-33358.67601,-0.322573404
Cluster-33358.67610,2.008011439
Cluster-33358.67612,-3.115936499
Cluster-33358.67623,-1.287317871
Cluster-33358.67644,-0.589805422
Cluster-33358.67646,-0.993049852
Cluster-33358.67650,1.445371689
Cluster-33358.67651,-2.772132525
Cluster-33358.67689,-2.40552602
Cluster-33358.67704,-1.433803334
Cluster-33358.67708,0.378597108
Cluster-33358.67716,-0.900595643
Cluster-33358.67723,-1.038676381
Cluster-33358.67726,1.095858125
Cluster-33358.67741,2.640182368
Cluster-33358.67742,-1.464318381
Cluster-33358.67743,-1.731470983
Cluster-33358.67745,0.144295191
Cluster-33358.67754,1.869584986
Cluster-33358.67762,1.817340778
Cluster-33358.67763,0.163006353
Cluster-33358.67788,-5.531573401
Cluster-33358.67795,-0.093565634
Cluster-33358.67827,0.969423469
Cluster-33358.67830,-0.497322545
Cluster-33358.67834,-0.696711664
Cluster-33358.67840,2.129872758
Cluster-33358.67841,2.389601034
Cluster-33358.67851,-0.961287883
Cluster-33358.67868,-1.290965412
Cluster-33358.67880,-2.979835217
Cluster-33358.67889,-2.323047918
Cluster-33358.67895,-0.371044158
Cluster-33358.67918,-1.342487916
Cluster-33358.67944,3.435134846
Cluster-33358.67945,2.342150543
Cluster-33358.67947,0.601717126
Cluster-33358.67957,-0.603659336
Cluster-33358.67959,-0.021501527
Cluster-33358.67987,-0.597391127
Cluster-33358.67988,-1.48228731
Cluster-33358.67990,-0.880389115
Cluster-33358.67991,0.810940156
Cluster-33358.67994,0.918731545
Cluster-33358.67999,2.44254375
Cluster-33358.68005,1.657482697
Cluster-33358.68006,-2.377320548
Cluster-33358.68010,-0.626882668
Cluster-33358.68029,0.469559778
Cluster-33358.68036,3.216243294
Cluster-33358.68051,1.816729368
Cluster-33358.68063,-0.148490157
Cluster-33358.68077,1.046747643
Cluster-33358.68099,0.657482644
Cluster-33358.68100,1.517402238
Cluster-33358.68101,0.470145838
Cluster-33358.68109,0.048999926
Cluster-33358.68117,1.412851912
Cluster-33358.68137,-1.605178255
Cluster-33358.68147,1.605869236
Cluster-33358.68156,0.374797875
Cluster-33358.68159,-0.542201609
Cluster-33358.68167,-0.364156981
Cluster-33358.68172,-1.28515085
Cluster-33358.68177,-1.045365868
Cluster-33358.68179,2.12123881
Cluster-33358.68191,0.850397428
Cluster-33358.68192,-0.245042068
Cluster-33358.68193,-2.554686415
Cluster-33358.68194,1.30903423
Cluster-33358.68206,-0.345804599
Cluster-33358.68235,1.650631311
Cluster-33358.68244,0.479982143
Cluster-33358.68247,3.168365847
Cluster-33358.68253,-0.20047929
Cluster-33358.68265,0.790902115
Cluster-33358.68281,-2.587117154
Cluster-33358.68287,-0.162603028
Cluster-33358.68302,-4.147837963
Cluster-33358.68310,-0.648086407
Cluster-33358.68317,3.146271976
Cluster-33358.68333,1.101234022
Cluster-33358.68342,0.265429768
Cluster-33358.68355,-2.237090039
Cluster-33358.68357,-1.943077816
Cluster-33358.68360,-0.732735738
Cluster-33358.68386,-0.162124339
Cluster-33358.68387,-0.542384541
Cluster-33358.68390,-3.05346864
Cluster-33358.68395,-0.473643875
Cluster-33358.68410,-1.336984708
Cluster-33358.68411,2.537293253
Cluster-33358.68420,2.172427938
Cluster-33358.68427,-0.611069322
Cluster-33358.68433,-0.012117095
Cluster-33358.68445,-0.91799228
Cluster-33358.68479,0.980202327
Cluster-33358.68488,-0.01189179
Cluster-33358.68489,0.891816399
Cluster-33358.68497,-1.146921652
Cluster-33358.68501,-0.824704602
Cluster-33358.68504,-0.528915964
Cluster-33358.68519,0.07140792
Cluster-33358.68528,-1.956895028
Cluster-33358.68537,-2.602935215
Cluster-33358.68538,0.186053507
Cluster-33358.68546,-1.067507942
Cluster-33358.68553,0.577501985
Cluster-33358.68569,0.223627501
Cluster-33358.68574,1.450448498
Cluster-33358.68588,0.770576503
Cluster-33358.68602,-2.351725253
Cluster-33358.68613,0.47763611
Cluster-33358.68617,-0.164909091
Cluster-33358.68618,0.096179238
Cluster-33358.68624,2.081464541
Cluster-33358.68625,0.088575667
Cluster-33358.68634,2.044036184
Cluster-33358.68637,1.387542914
Cluster-33358.68709,0.456899291
Cluster-33358.68713,-0.29793183
Cluster-33358.68722,-3.190265342
Cluster-33358.68730,0.244329566
Cluster-33358.68731,-0.159957595
Cluster-33358.68734,-0.918233526
Cluster-33358.68756,0.06966713
Cluster-33358.68761,0.53870997
Cluster-33358.68766,0.296476787
Cluster-33358.68774,0.07453384
Cluster-33358.68776,-1.29855988
Cluster-33358.68780,-1.585906441
Cluster-33358.68838,1.248078691
Cluster-33358.68842,-0.860975718
Cluster-33358.68848,-1.069038714
Cluster-33358.68852,3.333713878
Cluster-33358.68866,-0.519504034
Cluster-33358.68886,-0.719678487
Cluster-33358.68892,-0.857248362
Cluster-33358.68902,0.771525871
Cluster-33358.68914,0.107207986
Cluster-33358.68920,-1.219420886
Cluster-33358.68925,-0.645752575
Cluster-33358.68927,-0.951761116
Cluster-33358.68937,-0.527591952
Cluster-33358.68940,1.901286867
Cluster-33358.68941,-0.644316324
Cluster-33358.68942,-1.631044967
Cluster-33358.68944,2.346789252
Cluster-33358.68947,0.306405892
Cluster-33358.68966,-1.407826026
Cluster-33358.68969,-0.373492038
Cluster-33358.68982,0.428434491
Cluster-33358.68987,-1.22694594
Cluster-33358.68992,0.825455915
Cluster-33358.69007,0.4520986
Cluster-33358.69011,-0.349042372
Cluster-33358.69012,-1.359279595
Cluster-33358.69015,-0.514163385
Cluster-33358.69020,-2.15248165
Cluster-33358.69054,1.6687522
Cluster-33358.69067,0.783712534
Cluster-33358.69073,-2.040179254
Cluster-33358.69095,-1.216772926
Cluster-33358.69102,-0.512455162
Cluster-33358.69108,-1.037967103
Cluster-33358.69113,0.729113166
Cluster-33358.69114,1.32336751
Cluster-33360.1,-1.02613482
Cluster-33360.2,-1.626120434
Cluster-33381.1,0.103290261
Cluster-33396.0,1.4165927
Cluster-33412.2,1.862452686
Cluster-33414.1,0.056059416
Cluster-33428.0,-1.267085968
Cluster-33432.0,0.07617336
Cluster-33432.1,0.842821835
Cluster-33442.2,-0.338159461
Cluster-33442.3,-0.654394751
Cluster-33445.0,0.477034644
Cluster-33479.3,-1.082879531
Cluster-33482.0,-0.02260958
Cluster-33505.0,-0.134266549
Cluster-33513.0,-1.127755097
Cluster-33549.2,0.870921141
Cluster-33554.0,0.010942746
Cluster-33559.0,-0.683962048
Cluster-33569.0,1.854166188
Cluster-33589.3,0.268025275
Cluster-33589.4,-0.101173811
Cluster-33624.0,0.150439226
Cluster-33636.0,-3.356796199
Cluster-33639.0,-0.733449774
Cluster-33704.0,0.537588201
Cluster-33707.0,0.819178939
Cluster-33739.0,-0.763507733
Cluster-33739.2,-1.40331916
Cluster-33739.4,0.880695926
Cluster-33745.2,-1.14697881
Cluster-33752.3,-0.062232559
Cluster-33755.1,-0.730883283
Cluster-33762.0,1.236992101
Cluster-33765.0,-3.253020845
Cluster-33779.0,0.72904876
Cluster-33786.0,-2.940940921
Cluster-33793.0,-1.544145521
Cluster-33797.0,-0.691066324
Cluster-33797.1,0.060489736
Cluster-33798.2,1.502654581
Cluster-33803.0,0.885365225
Cluster-33814.1,-2.441880602
Cluster-33823.0,-0.177330661
Cluster-33829.0,-1.797028781
Cluster-33833.0,-0.177721372
Cluster-33833.2,0.23672502
Cluster-33833.3,-1.25175653
Cluster-33853.1,0.163459204
Cluster-33853.2,0.1367658
Cluster-33853.3,1.312247314
Cluster-33860.0,0.228421957
Cluster-33883.0,-0.081392614
Cluster-33886.0,0.803252719
Cluster-33901.0,1.759615488
Cluster-33904.0,-0.654831745
Cluster-33906.0,-0.53701785
Cluster-33911.0,0.952867865
Cluster-33924.0,-1.258146761
Cluster-33937.0,-0.488297438
Cluster-33940.1,-0.170747134
Cluster-33942.0,0.155312303
Cluster-33947.1,-1.590687184
Cluster-33948.0,0.023234147
Cluster-33960.0,-0.590269434
Cluster-33963.0,-2.333748594
Cluster-33968.0,-0.412279389
Cluster-33973.0,-0.551329377
Cluster-33981.0,2.864222516
Cluster-33985.0,-0.477558602
Cluster-33992.0,-1.891550913
Cluster-33995.0,-0.624520675
Cluster-34000.0,1.480069074
Cluster-34004.0,-0.661223234
Cluster-34012.0,-0.942043379
Cluster-34026.0,0.020622901
Cluster-34031.0,-0.686704639
Cluster-34034.0,-1.367051183
Cluster-34036.2,-1.206974674
Cluster-34036.3,-0.268972097
Cluster-34041.0,-0.777299274
Cluster-34041.1,-0.789406476
Cluster-34049.0,1.603886041
Cluster-34053.0,0.180070283
Cluster-34067.0,-0.757484982
Cluster-34077.0,-0.276190864
Cluster-34077.2,0.341153764
Cluster-34084.0,-0.491716423
Cluster-34088.0,-0.016274173
Cluster-34114.0,-0.100811305
Cluster-34120.0,0.20106598
Cluster-34137.0,0.114995093
Cluster-34144.1,0.150852311
Cluster-34160.0,-0.198878319
Cluster-34169.0,-0.219929604
Cluster-34171.0,0.535555219
Cluster-34173.0,-1.243484354
Cluster-34188.0,0.569779363
Cluster-34191.2,-0.496310793
Cluster-34225.0,-1.276878339
Cluster-34227.0,1.799053424
Cluster-34227.1,-0.760461883
Cluster-34248.0,-0.003150765
Cluster-34252.0,1.031382162
Cluster-34265.1,0.523866301
Cluster-34265.2,1.009844316
Cluster-34272.0,-0.664632505
Cluster-34272.1,-0.707090644
Cluster-34275.0,-0.603246512
Cluster-34280.0,0.08281161
Cluster-34298.0,-0.730214795
Cluster-34331.1,0.344266578
Cluster-34332.0,-0.556466024
Cluster-34342.0,-0.220377302
Cluster-34347.0,-0.831633017
Cluster-34349.0,0.187187402
Cluster-34357.0,-0.85520921
Cluster-34359.1,0.800454564
Cluster-34368.0,-0.316118871
Cluster-34371.1,-0.675617957
Cluster-34390.0,-0.07482194
Cluster-34398.0,-0.416943396
Cluster-34418.0,-0.293209002
Cluster-34435.1,1.710650847
Cluster-34435.2,0.554672773
Cluster-34441.0,0.580435992
Cluster-34467.3,-0.547705667
Cluster-34483.0,0.187470693
Cluster-34487.0,0.241366535
Cluster-34513.0,-0.254639434
Cluster-34515.1,1.669758636
Cluster-34534.0,1.84869184
Cluster-34544.0,-0.15147293
Cluster-34544.1,-1.135936272
Cluster-34580.2,-0.214988209
Cluster-34588.0,0.905177467
Cluster-34620.0,-2.051942635
Cluster-34626.2,0.57824003
Cluster-34630.1,-0.828457342
Cluster-34648.0,0.233992424
Cluster-34657.0,0.774490652
Cluster-34657.1,0.406114281
Cluster-34675.0,-1.790712031
Cluster-34683.1,-0.146000527
Cluster-34701.0,-0.255095685
Cluster-34709.1,-1.126975132
Cluster-34714.0,-0.77910842
Cluster-34730.0,-0.579125863
Cluster-34756.1,-0.087987818
Cluster-34760.0,-0.292736597
Cluster-34760.1,-0.52158899
Cluster-34770.0,-1.017357791
Cluster-34776.0,1.21792071
Cluster-34799.0,-1.445381435
Cluster-34806.0,0.911142288
Cluster-34810.0,-1.704262788
Cluster-34813.2,0.007078753
Cluster-34817.0,0.214509001
Cluster-34826.0,-1.345758443
Cluster-34834.0,-0.332181529
Cluster-34842.0,-0.242971777
Cluster-34865.0,0.208548214
Cluster-34866.0,-0.378916911
Cluster-34878.0,-0.004498618
Cluster-34878.3,0.076456352
Cluster-34878.4,-0.755006148
Cluster-34879.0,-0.254783067
Cluster-34880.1,-0.020391048
Cluster-34881.2,-0.752293545
Cluster-34891.0,0.070119855
Cluster-34909.0,1.216002711
Cluster-34909.3,0.393476856
Cluster-34915.0,-1.913472298
Cluster-34915.3,-0.551381888
Cluster-34924.0,-2.56305166
Cluster-34941.0,-0.578204561
Cluster-34941.1,1.189513589
Cluster-34941.3,0.176048115
Cluster-34945.0,-1.255402373
Cluster-34947.0,-0.299879637
Cluster-34956.0,-1.033251693
Cluster-34961.0,0.122484997
Cluster-34973.0,-0.561605438
Cluster-34975.0,-1.207052243
Cluster-34979.0,-0.442199257
Cluster-34981.0,-0.501933063
Cluster-34981.3,-0.078246911
Cluster-34995.1,-0.523139692
Cluster-35002.1,-0.479942758
Cluster-35016.0,-1.659704656
Cluster-35016.2,0.231218495
Cluster-35016.3,0.163331884
Cluster-35030.0,0.203751146
Cluster-35033.0,-0.533063602
Cluster-35034.1,0.285599381
Cluster-35035.0,0.573449572
Cluster-35041.0,-0.370969381
Cluster-35049.0,-0.623279706
Cluster-35057.0,-0.206307106
Cluster-35069.1,0.293182226
Cluster-35085.1,-0.243173317
Cluster-35092.0,1.194597651
Cluster-35101.0,-0.623856191
Cluster-35104.0,-0.11776215
Cluster-35112.0,-0.162006598
Cluster-35112.1,-0.703936114
Cluster-35117.0,-0.089673815
Cluster-35130.0,-0.54514367
Cluster-35130.1,-0.848862233
Cluster-35142.0,0.058880535
Cluster-35148.1,-0.831756396
Cluster-35174.1,0.002930977
Cluster-35178.0,-0.23452606
Cluster-35218.0,-0.440502063
Cluster-35237.0,0.880407142
Cluster-35238.1,-0.040393204
Cluster-35239.0,-0.564674757
Cluster-35240.0,-0.094094973
Cluster-35240.1,-1.765444273
Cluster-35245.0,-0.044449779
Cluster-35255.0,-0.88975427
Cluster-35262.0,-0.466327349
Cluster-35270.0,-0.782635789
Cluster-35275.0,0.47752746
Cluster-35289.1,-0.979201979
Cluster-35294.1,-0.84657026
Cluster-35300.0,0.154635275
Cluster-35320.1,-2.620299408
Cluster-35321.0,0.273836848
Cluster-35352.0,-0.126384078
Cluster-35357.1,-0.048191313
Cluster-35364.0,0.506331673
Cluster-35369.0,0.417219164
Cluster-35370.0,-0.353747769
Cluster-35374.0,0.087991036
Cluster-35375.1,0.98541155
Cluster-35377.0,-0.143641934
Cluster-35381.0,-0.030935028
Cluster-35383.1,0.272294787
Cluster-35405.0,0.518636032
Cluster-35406.1,-0.02058608
Cluster-35406.2,-1.218404808
Cluster-35416.0,-1.12079041
Cluster-35421.1,-1.487265611
Cluster-35432.1,0.401426866
Cluster-35448.1,-1.951474746
Cluster-35453.0,-0.177233104
Cluster-35462.1,-0.660203444
Cluster-35465.0,0.167532149
Cluster-35465.1,-0.417813083
Cluster-35466.2,-0.20961938
Cluster-35466.4,0.743256811
Cluster-35467.0,-0.824004396
Cluster-35480.0,-0.652382656
Cluster-35480.1,-1.355797627
Cluster-35480.2,-2.996918034
Cluster-35484.0,2.228185444
Cluster-35509.0,-1.753761512
Cluster-35516.0,0.392677902
Cluster-35521.0,-1.002857227
Cluster-35525.0,-0.981924422
Cluster-35526.0,-1.721601033
Cluster-35533.0,0.661725644
Cluster-35533.1,-0.779568147
Cluster-35550.0,-0.426400105
Cluster-35552.0,0.998630621
Cluster-35564.0,-0.245122496
Cluster-35569.0,1.152043276
Cluster-35588.0,-0.118534496
Cluster-35596.0,0.13597597
Cluster-35608.0,-0.826538435
Cluster-35617.0,-0.124455708
Cluster-35623.0,-0.214454762
Cluster-35626.0,-0.623711656
Cluster-35626.2,-1.270575107
Cluster-35631.0,0.301511285
Cluster-35631.2,0.209153373
Cluster-35636.0,0.420819582
Cluster-35639.0,1.198690523
Cluster-35645.0,-0.066894787
Cluster-35648.2,-1.940846969
Cluster-35660.0,-1.487562107
Cluster-35667.0,-1.618997741
Cluster-35684.0,-0.357471366
Cluster-35685.0,0.931990526
Cluster-35688.0,0.017394152
Cluster-35689.2,0.811921614
Cluster-35689.4,0.208342386
Cluster-35701.3,0.387602477
Cluster-35717.0,-2.561270876
Cluster-35717.1,0.32215703
Cluster-35730.0,0.742128866
Cluster-35739.0,0.564010078
Cluster-35743.0,0.076721927
Cluster-35746.0,0.013236876
Cluster-35760.0,1.213115397
Cluster-35760.2,-0.82355195
Cluster-35760.3,0.655246285
Cluster-35763.0,-0.531531906
Cluster-35771.0,-0.219445435
Cluster-35775.0,-0.939480224
Cluster-35777.0,-1.259966368
Cluster-35781.1,1.552935722
Cluster-35782.0,0.495018546
Cluster-35794.0,0.533781112
Cluster-35801.0,-0.206922855
Cluster-35801.1,-0.689072176
Cluster-35804.0,-1.79646076
Cluster-35825.0,-1.467903592
Cluster-35825.1,-0.957687059
Cluster-35828.0,-0.230579235
Cluster-35834.0,-0.03466998
Cluster-35834.1,0.084817248
Cluster-35834.2,-0.079200591
Cluster-35841.0,-0.404708317
Cluster-35847.0,0.410967366
Cluster-35847.1,-0.258666627
Cluster-35862.0,-0.198483168
Cluster-35884.0,0.507518957
Cluster-35901.2,-2.346137938
Cluster-35904.0,-0.025806201
Cluster-35908.0,-1.045212297
Cluster-35910.0,-0.612092718
Cluster-35911.0,1.021067541
Cluster-35915.0,-0.954394794
Cluster-35919.0,0.98317653
Cluster-35930.1,0.528081656
Cluster-35932.0,0.492100679
Cluster-35950.2,0.383082817
Cluster-35964.0,-0.418626371
Cluster-35982.0,0.039409005
Cluster-35984.0,0.07659995
Cluster-35994.2,0.093992163
Cluster-36018.0,0.06024553
Cluster-36020.0,-0.013087121
Cluster-36031.0,-0.238969521
Cluster-36032.0,-0.535854798
Cluster-36035.0,1.574501462
Cluster-36047.0,-0.490622128
Cluster-36060.0,-0.137524333
Cluster-36071.0,-0.700236433
Cluster-36101.0,1.833625858
Cluster-36103.0,0.058184246
Cluster-36110.0,-0.570235937
Cluster-36125.0,0.209327894
Cluster-36134.0,-0.089261985
Cluster-36137.0,-1.629913432
Cluster-36145.0,0.222665528
Cluster-36147.0,-0.057383444
Cluster-36159.1,-1.389688799
Cluster-36165.0,0.673985456
Cluster-36167.0,-0.433000119
Cluster-36178.0,-0.945818455
Cluster-36189.0,0.80511775
Cluster-36196.0,0.520924271
Cluster-36206.0,0.724574394
Cluster-36207.0,1.980384584
Cluster-36216.0,-0.472680956
Cluster-36221.0,-0.078723993
Cluster-36222.0,-0.415898393
Cluster-36226.3,1.573408807
Cluster-36272.0,-0.431188465
Cluster-36274.0,-0.622568366
Cluster-36274.1,0.815358714
Cluster-36274.3,0.150799426
Cluster-36277.0,-0.823980833
Cluster-36298.0,-0.455483151
Cluster-36299.0,-0.183565663
Cluster-36308.1,-0.054985651
Cluster-36328.0,0.188460578
Cluster-36334.0,0.134927756
Cluster-36345.0,-0.54191355
Cluster-36348.0,0.030094579
Cluster-36349.0,0.27277349
Cluster-36356.0,-0.860744233
Cluster-36359.0,-2.740483837
Cluster-36359.1,0.384933775
Cluster-36361.0,1.462912832
Cluster-36364.0,-0.500539756
Cluster-36372.1,-2.080068354
Cluster-36381.0,0.515497849
Cluster-36388.0,-0.578423591
Cluster-36388.1,-0.781646669
Cluster-36405.0,-1.202524594
Cluster-36406.0,0.069686779
Cluster-36415.1,0.811559116
Cluster-36428.0,0.438708797
Cluster-36428.1,-0.536278534
Cluster-36432.0,1.142878184
Cluster-36441.3,-0.514097869
Cluster-36445.0,-0.38491198
Cluster-36457.0,-1.94578446
Cluster-36458.0,0.108085364
Cluster-36467.0,-0.566575437
Cluster-36467.1,0.365329144
Cluster-36473.0,-0.421390032
Cluster-36501.0,0.369747713
Cluster-36505.0,-0.954439683
Cluster-36517.0,0.311955451
Cluster-36519.0,-0.477610648
Cluster-36519.1,-1.432938829
Cluster-36540.0,1.615417636
Cluster-36540.1,-0.278798684
Cluster-36545.0,1.379272498
Cluster-36545.2,-0.786967548
Cluster-36548.0,0.379695944
Cluster-36557.0,0.819855789
Cluster-36561.0,0.777033176
Cluster-36571.0,-0.230978099
Cluster-36578.0,0.82095282
Cluster-36584.1,0.24931765
Cluster-36597.0,0.374540054
Cluster-36607.0,0.09717211
Cluster-36613.0,1.978231055
Cluster-36617.1,0.725896001
Cluster-36627.0,-0.205727235
Cluster-36636.0,-0.528192356
Cluster-36642.0,-0.232231387
Cluster-36644.2,-1.618668677
Cluster-36656.0,1.977761463
Cluster-36667.0,-0.829424355
Cluster-36674.0,-2.063186759
Cluster-36676.0,-0.226461045
Cluster-36681.0,-1.920003896
Cluster-36689.0,0.210718882
Cluster-36692.0,0.785433815
Cluster-36713.0,0.312363099
Cluster-36727.0,-0.616270031
Cluster-36732.0,0.003976092
Cluster-36743.1,-0.267748292
Cluster-36745.0,0.17869225
Cluster-36745.4,-0.910727458
Cluster-36762.1,-0.942129659
Cluster-36767.0,-0.456486293
Cluster-36772.4,-1.446805241
Cluster-36777.1,-0.222005539
Cluster-36777.2,-0.219681914
Cluster-36777.3,-1.130377886
Cluster-36801.1,0.009192954
Cluster-36809.0,0.496538291
Cluster-36812.0,1.017756065
Cluster-36816.0,-0.713779949
Cluster-36821.0,-0.196239376
Cluster-36827.1,0.042731443
Cluster-36829.1,-1.273991792
Cluster-36837.0,0.219312494
Cluster-36850.1,0.930228886
Cluster-36850.2,1.290713052
Cluster-36853.0,-0.131491748
Cluster-36864.0,-2.222784796
Cluster-36873.0,-0.900275333
Cluster-36876.1,0.578492297
Cluster-36878.0,-0.131895248
Cluster-36897.0,1.260254726
Cluster-36899.0,0.892442223
Cluster-36902.0,0.40138939
Cluster-36905.1,-0.175633793
Cluster-36911.1,0.418202783
Cluster-36915.1,0.232094009
Cluster-36922.0,-0.172795474
Cluster-36924.0,-0.028605665
Cluster-36935.0,-0.977507128
Cluster-36953.0,-0.378928411
Cluster-36963.1,0.205700684
Cluster-36999.0,1.626072934
Cluster-37000.0,1.727375882
Cluster-37008.0,0.15614605
Cluster-37009.1,-0.709510884
Cluster-37009.4,-0.222292283
Cluster-37018.0,0.00891346
Cluster-37018.2,-0.647923498
Cluster-37019.1,-1.609206087
Cluster-37021.0,2.09661059
Cluster-37022.0,-1.676345453
Cluster-37027.0,-0.415635184
Cluster-37030.0,-0.157774502
Cluster-37030.1,-0.789561299
Cluster-37034.0,0.333057463
Cluster-37034.1,0.516562006
Cluster-37036.0,-0.150668182
Cluster-37041.1,-0.426106371
Cluster-37054.0,0.261672726
Cluster-37056.2,0.272111295
Cluster-37064.0,-0.67312838
Cluster-37080.0,2.016188989
Cluster-37099.1,0.145462478
Cluster-37100.0,-0.373440821
Cluster-37103.1,-0.895997311
Cluster-37116.4,0.498841791
Cluster-37119.1,-0.26960416
Cluster-37125.0,0.521218588
Cluster-37133.0,-0.036049262
Cluster-37150.2,0.46225173
Cluster-37171.0,-0.26079594
Cluster-37176.0,-0.620059744
Cluster-37177.0,-0.372053959
Cluster-37178.2,-1.333378375
Cluster-37178.4,-0.6247323
Cluster-37193.0,-0.390952852
Cluster-37198.0,0.12312639
Cluster-37225.1,-0.66868813
Cluster-37231.0,0.397039089
Cluster-37239.0,-0.028934091
Cluster-37243.0,0.304941424
Cluster-37243.1,0.923189853
Cluster-37256.0,1.270132223
Cluster-37260.1,-0.385629728
Cluster-37269.0,-1.947779156
Cluster-37271.0,-0.220757808
Cluster-37271.1,0.332605119
Cluster-37286.0,-0.939709421
Cluster-37287.0,-0.192702498
Cluster-37288.0,0.497631435
Cluster-37305.0,1.524151384
Cluster-37307.1,-0.399396544
Cluster-37322.0,1.082805918
Cluster-37341.0,0.044706914
Cluster-37351.0,-1.415231139
Cluster-37352.2,-1.471524587
Cluster-37378.0,1.284719993
Cluster-37382.0,-0.09413722
Cluster-37383.1,-0.67671712
Cluster-37393.0,-1.423230638
Cluster-37400.0,-0.032997562
Cluster-37400.1,-0.538908759
Cluster-37401.0,0.510266507
Cluster-37412.0,-0.031793418
Cluster-37434.0,-1.850289242
Cluster-37468.0,-0.615283993
Cluster-37475.0,1.322803247
Cluster-37478.0,-0.140622004
Cluster-37485.0,-0.05123223
Cluster-37486.0,-0.134087399
Cluster-37500.0,-0.536267715
Cluster-37526.1,-0.657200959
Cluster-37532.0,-1.949162262
Cluster-37541.0,-0.419180131
Cluster-37552.0,-0.242310253
